Gene	M1_24h_1	M1_24h_2	M1_24h_3	MO_Baseline_1	MO_Baseline_2	MO_Baseline_3	M2_24h_1	M2_24h_2	M2_24h_3
0610007P14Rik	16.7456895065371	19.0168235861214	18.4507977555059	41.5637873597666	40.6822431397081	35.9745253179397	31.6230364512527	35.2011064673432	32.6991160497229
0610009B22Rik	23.9648223719661	23.0018172670335	23.6026438820433	40.0368538324278	34.3212198115241	37.023511250583	26.8619817541396	25.1770098055532	27.9857299524655
0610009L18Rik	2.14549930019291	1.88406163825436	3.3813150287868	4.53154466177981	3.99431378333431	3.69991162288936	0.759545690979121	2.19164837408312	0.642734467807821
0610009O20Rik	5.89674964895787	5.50308651173576	6.08370459903767	17.8798990459355	15.6548794146036	15.6697355984787	12.0971545416918	13.3385157193173	11.8727339192278
0610010F05Rik	9.20270769013562	8.86457777998815	7.12206118268085	13.208795943485	11.8256849018402	11.115998216461	16.7100052015407	20.6949092372439	17.1842201462508
0610010K14Rik	15.760648947329	16.5092595352073	15.7350959213622	42.6309989648959	40.7530085413814	46.5700964050272	40.9413652942404	35.0663739853299	33.5650222077418
0610012G03Rik	12.9539580389006	12.9715610633772	13.6317582262901	30.5222519066981	33.8730389342603	33.3398629754866	34.0961913230993	33.8268351508075	35.7074704337678
0610030E20Rik	29.2138741189789	30.9040326274816	31.8695597595102	38.871130386825	33.9202158687091	35.0719095154326	20.1742745725918	20.4883194314901	21.9065331111166
0610037L13Rik	16.664727268794	15.0589387057597	17.4656902274342	36.8270096970004	34.9895597162159	34.2506104518901	41.7286992422066	38.0843815824279	40.0548549590791
0610040J01Rik	0.458786013877729	0.393077607981126	0.106498111142891	4.35093962091177	4.15943305390522	5.53766992348936	0.148204037264219	0.188625474818629	0.785564349542892
1110002E22Rik	0.148430769195736	0.21687040440338	0.0931858472500299	0.0246279601183685	0.0471769344488304	0.0406583694823007	0.027788256987041	0.00898216546755376	0.0714149408675357
1110004E09Rik	0.85010349630285	0.664165613485351	2.14327448675069	8.25036663965346	8.21664941650464	6.88752779030174	11.8470602288085	10.0151144963224	11.3996099359804
1110004F10Rik	70.1537790044209	72.0145286621973	73.962938188738	68.8269392108006	67.8954714942751	66.4439074079758	88.125825658236	96.6301360999433	99.8470142004233
1110008F13Rik	475.936514572982	466.108716663964	482.649439699583	97.4610475084237	107.185995067743	104.9799100033	172.79664469775	153.954316113871	163.424165307747
1110008L16Rik	3.3329454537588	2.56178165201492	2.64914051467942	5.32784870560706	4.98502940675975	5.30185138049201	4.77031744944204	6.59290945318446	5.53465791723401
1110008P14Rik	25.7459916023149	32.8152030662864	28.8476758558307	15.5074055545327	16.5355155243151	16.734984878915	28.0568768045824	22.7428429638461	22.4510720352315
1110012L19Rik	15.5987244718428	14.9233947030076	14.8032374488619	15.8850342763477	12.2031003774308	14.0921908625654	12.2638840836141	14.5690723883722	11.9262951248785
1110017D15Rik	0.647697901945029	1.54520163137408	0.306182069535812	0.0985118404734741	0.235884672244152	0	0	0.134732482013306	0
1110025L11Rik	0	0	0	0	0	0	0	0	0
1110032A03Rik	19.822254540776	19.7080980001571	15.6419100741122	18.4791794088158	17.101638737701	17.743312442076	5.02967451465442	7.75160879849889	7.34681204174773
1110032F04Rik	0.796128671140765	2.06026884183211	1.61078393103623	0.0246279601183685	0	0	0.138941284935205	0.0269464964026613	0.116049278909745
1110034G24Rik	4.26401118780477	3.94433048008647	4.53948198746574	9.53922988584807	7.97290192185234	8.66023269973005	4.82589396341612	5.38929928053226	6.16846551743339
1110037F02Rik	33.5993286633984	31.5410894404165	32.1890540929389	27.4683848520204	25.1374432388185	24.2486515592441	24.5555564242152	24.0003461293036	24.2096649540946
1110038F14Rik	93.1470545234695	103.799597307568	99.3893622241033	16.2544536781232	19.1538353862252	18.3938463537928	33.883148019532	28.7159829997694	27.8607538059474
1110051M20Rik	7.73189370446878	8.25462976760364	6.60288289085926	13.0281909026169	9.67913438441838	13.1489166905761	7.67882168075233	8.41628904309787	5.60607285810155
